sdtname,object-id,st-area(shape),district,timeperiod,total-tender-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,max-rain,mean-rain,count,sum-rain,inundation-pct,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,schools-count,total-rail-length,rail-count,total-road-length,health-centres-count,stname,dtname,st-area-sh,st-length-,remarks,dist-lgd,state-lgd,subdt-lgd,ac-no,st-length(shape),elevation-mean,slope-mean,stcode11,dtcode11,sub-district-code,urban-hhd,urban-electricity,urban-tele,urban-hhd-pipe,urban-no-sanitation,rural-hhd,total-hhd,avg-electricity,avg-tele,sd-piped-hhds-pct,sd-nosanitation-hhds-pct,total-hhd.1,exposure,flood-hazard,government-response,vulnerability,financial-year,total-tender-awarded-value-fy-cumsum,repair-and-restoration-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score
Lakhimpur,09-153-00801,1899611965.9042351,Kheri,2025_04,0.0,0.0,0.0,0.0,0.08,0.05,1358.0,68.0,0.0,0.0,0.0,0.0,0.88,93622.0,159359.0,1573034.0,1098,48448.0,15.0,216848.0,114.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,801.0,140.0,334922.2809640437,141.0,66.99649102854546,9.0,153.0,801.0,24058.814989172897,481176.29978345794,72176.44496751869,4506.216047472083,1515.7053443178925,250695.0,274754.0,11.0,2.0,13.43,11.34,274754.0,3,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.7166892878994847,5
Etah,09-201-01008,1590940232.100049,Etah,2025_04,0.0,0.0,0.0,0.0,0.05,0.03,1142.0,32.73,0.0,0.0,0.0,0.0,0.87,79268.0,120105.0,1221170.0,2014,27813.0,4.0,244947.0,143.0,UTTAR PRADESH,Etah,0.0,0.0,0.0,138.0,9.0,1008.0,105.0,269990.0836250088,168.0,71.2468967383051,9.0,201.0,1008.0,25887.98932614534,517759.7865229068,77663.96797843602,4848.820400787022,1630.9433275471563,196611.0,222499.0,11.8,2.0,9.93,8.71,222499.0,3,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.7166892878994847,5
Bilaspur,09-136-00725,636355652.8795408,Rampur,2025_04,0.0,0.0,0.0,0.0,0.08,0.06,443.0,25.22,0.0,0.0,0.0,0.0,0.89,19297.0,40751.0,400007.0,436,28122.0,12.0,158277.0,36.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,725.0,36.0,197829.97433966145,194.0,71.79313095816786,9.0,136.0,725.0,4556.73732591712,91134.7465183424,13670.21197775136,853.4769011442766,287.07445153277854,49939.0,54496.0,11.2,2.0,14.34,5.69,54496.0,1,5,5,3,2025-2026,0.0,0.0,0.0,0.0,0.7071226445653183,5
Fatehpur,09-176-00896,930176996.452998,Barabanki,2025_04,0.0,0.0,0.0,0.0,0.11,0.06,672.0,42.9,0.0,0.0,0.0,0.0,0.89,53151.0,75529.0,756383.0,672,22970.0,4.0,94846.0,86.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,896.0,266.0,293891.83686878247,122.0,68.59095575760212,9.0,176.0,896.0,5304.020080566406,106080.40161132812,15912.06024169922,993.4429610900878,334.1532650756836,112630.0,117934.0,10.5,2.0,9.27,5.83,117934.0,1,5,5,3,2025-2026,0.0,0.0,0.0,0.0,0.7071226445653183,5
Bakshi Ka Talab,09-157-00820,529190206.3151164,Lucknow,2025_04,0.0,0.0,0.0,0.0,0.11,0.06,378.0,23.85,0.0,0.0,0.0,0.0,0.9,34692.0,38289.0,543000.0,487,23028.0,6.0,113925.0,62.0,UTTAR PRADESH,Lucknow,0.0,0.0,0.0,162.0,9.0,820.0,169.0,164371.99412730648,121.0,71.62952977074748,9.0,157.0,820.0,2700.425945779552,54008.51891559104,8101.277837338655,505.7897796445101,170.12683458411178,46317.0,49017.0,12.1,2.0,16.45,4.46,49017.0,1,5,5,3,2025-2026,0.0,0.0,0.0,0.0,0.7071226445653183,5
Mohammdi,09-153-00800,1704252670.545392,Kheri,2025_04,0.0,0.0,0.0,0.0,0.06,0.03,1198.0,35.27,0.0,0.0,0.0,0.0,0.88,68348.0,116153.0,1128480.0,826,25031.0,7.0,243266.0,115.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,800.0,144.0,418357.7157201937,151.0,70.45287872876733,9.0,153.0,800.0,8226.965822966204,164539.3164593241,24680.897468898613,1540.91069864157,518.2988468468708,105259.0,113486.0,10.5,2.0,17.91,11.56,113486.0,2,4,5,5,2025-2026,0.0,0.0,0.0,0.0,0.6944448421503493,5
Laharpur,09-154-00805,1234504857.7405689,Sitapur,2025_04,0.0,0.0,0.0,0.0,0.04,0.04,883.0,32.84,0.0,0.0,0.0,0.0,0.87,63391.0,99277.0,950334.0,975,8699.0,5.0,155470.0,98.0,UTTAR PRADESH,Sitapur,0.0,0.0,0.0,183.0,9.0,805.0,148.0,263283.8677318771,130.0,65.24481880005995,9.0,154.0,805.0,7893.4735638162365,157869.47127632474,23680.420691448708,1478.4475985027811,497.2888345204229,161060.0,168953.0,10.8,2.0,9.23,18.56,168953.0,2,4,5,5,2025-2026,0.0,0.0,0.0,0.0,0.6944448421503493,5
Biswan,09-154-00806,1235100016.9524198,Sitapur,2025_04,0.0,0.0,0.0,0.0,0.11,0.03,883.0,26.36,0.0,0.0,0.0,0.0,0.87,61158.0,95789.0,932326.0,798,21629.0,3.0,133678.0,84.0,UTTAR PRADESH,Sitapur,0.0,0.0,0.0,183.0,9.0,806.0,149.0,294264.58265997923,124.0,66.14629464050913,9.0,154.0,806.0,3765.5992723547897,75311.9854470958,11296.79781706437,705.2967437120521,237.23275415835175,170359.0,174125.0,10.4,2.0,12.88,19.72,174125.0,2,4,5,5,2025-2026,0.0,0.0,0.0,0.0,0.6944448421503493,5
Deoria,09-190-00959,1160864019.88409,Deoria,2025_04,0.0,0.0,0.0,0.0,0.07,0.06,837.0,46.23,0.0,0.0,0.0,0.0,1.01,119328.0,130519.0,1455101.0,1570,30424.0,7.0,315538.0,181.0,UTTAR PRADESH,Deoria,0.0,0.0,0.0,137.0,9.0,959.0,339.0,239407.678837054,75.0,69.90555088382415,9.0,190.0,959.0,14707.674799380096,294153.4959876019,44123.02439814029,2754.747489923892,926.583512360946,194011.0,208719.0,11.0,2.0,23.21,6.85,208719.0,3,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6835889105912433,5
Nautanwa,09-187-00944,841492260.8889315,Maharajganj,2025_04,0.0,0.0,0.0,0.0,0.05,0.05,606.0,27.61,0.0,0.0,0.0,0.0,0.93,49366.0,69007.0,726882.0,551,25993.0,6.0,95062.0,64.0,UTTAR PRADESH,Maharajganj,0.0,0.0,0.0,164.0,9.0,944.0,316.0,245863.45668541113,96.0,66.34971053721596,9.0,187.0,944.0,6949.438901154892,138988.77802309784,20848.316703464676,1301.6299061863112,437.81465077275817,137433.0,144382.0,10.1,2.0,6.71,10.19,144382.0,2,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6765970231095783,5
Hata,09-189-00956,968693666.99205,Kushi Nagar,2025_04,0.0,0.0,0.0,0.0,0.07,0.03,702.0,24.42,0.0,0.0,0.0,0.0,0.95,85831.0,117559.0,1209511.0,585,42193.0,17.0,227533.0,117.0,UTTAR PRADESH,Kushi Nagar,0.0,0.0,0.0,160.0,9.0,956.0,334.0,237921.53160709067,83.0,62.991943771964074,9.0,189.0,956.0,12321.44191576087,246428.8383152174,36964.32574728261,2307.806070822011,776.2508406929348,94726.0,107047.0,11.7,2.0,13.96,5.9,107047.0,2,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6765970231095783,5
Harraiya,09-185-00938,1584605434.593428,Basti,2025_04,0.0,0.0,0.0,0.0,0.08,0.03,1142.0,35.73,0.0,0.0,0.0,0.0,0.95,82427.0,108312.0,1125767.0,1490,13232.0,4.0,424764.0,138.0,UTTAR PRADESH,Basti,0.0,0.0,0.0,131.0,9.0,938.0,307.0,260821.62112230348,91.0,68.76481184884275,9.0,185.0,938.0,1620.8703215225885,32417.40643045177,4862.610964567765,303.58901122118084,102.11483025592308,209780.0,211401.0,10.9,2.0,7.94,7.37,211401.0,2,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6765970231095783,5
Tamkuhi Raj,09-189-00958,830119980.0830854,Kushi Nagar,2025_04,0.0,0.0,0.0,0.0,0.07,0.06,599.0,33.58,0.0,0.0,0.0,0.0,0.95,81080.0,112872.0,1162813.0,1165,33446.0,9.0,236184.0,103.0,UTTAR PRADESH,Kushi Nagar,0.0,0.0,0.0,160.0,9.0,958.0,331.0,215505.8008557924,77.0,65.00374064535235,9.0,189.0,958.0,5018.632494055707,100372.64988111414,15055.897482167122,939.989866136634,316.17384712550955,182403.0,187422.0,10.8,2.0,27.64,11.96,187422.0,2,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6765970231095783,5
Nichlaul,09-187-00945,882407531.860894,Maharajganj,2025_04,0.0,0.0,0.0,0.0,0.05,0.05,632.0,30.62,0.0,0.0,0.0,0.0,0.93,54474.0,76194.0,806732.0,521,16776.0,4.0,109676.0,62.0,UTTAR PRADESH,Maharajganj,0.0,0.0,0.0,164.0,9.0,945.0,317.0,237980.831733881,98.0,62.398206234802856,9.0,187.0,945.0,7613.336022418479,152266.72044836957,22840.008067255436,1425.977836998981,479.6401694123642,170238.0,177851.0,10.2,2.0,12.58,12.24,177851.0,2,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6765970231095783,5
Khalilabad,09-186-00942,737000998.2271909,Sant Kabeer Nagar,2025_04,0.0,0.0,0.0,0.0,0.08,0.04,530.0,22.79,0.0,0.0,0.0,0.0,0.96,65071.0,89136.0,886640.0,876,22378.0,5.0,197174.0,91.0,UTTAR PRADESH,Sant Kabeer Nagar,0.0,0.0,0.0,178.0,9.0,942.0,313.0,250273.51219316848,82.0,68.62436266205421,9.0,186.0,942.0,1856.0516357421875,37121.03271484376,5568.154907226563,347.63847137451177,116.93125305175782,141216.0,143072.0,10.9,2.0,21.31,9.96,143072.0,2,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6765970231095783,5
Mawana,09-138-00733,1389742727.2669618,Meerut,2025_04,0.0,0.0,0.0,0.0,0.09,0.04,981.0,39.24,0.0,0.0,0.0,0.0,0.88,45159.0,70616.0,752209.0,937,0.0,0.0,139085.0,142.0,UTTAR PRADESH,Meerut,0.0,0.0,0.0,169.0,9.0,733.0,45.0,222277.42090731364,222.0,63.77356645428952,9.0,138.0,733.0,23280.146484375004,465602.92968750006,69840.43945312501,4360.371436523438,1466.6492285156253,118707.0,141987.0,12.8,2.0,11.49,4.29,141987.0,2,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6747284112274685,5
Salempur,09-190-00962,606285228.0854445,Deoria,2025_04,0.0,0.0,0.0,0.0,0.07,0.05,436.0,23.56,0.0,0.0,0.0,0.0,1.01,50523.0,55050.0,619846.0,792,56460.0,20.0,126633.0,81.0,UTTAR PRADESH,Deoria,0.0,0.0,0.0,137.0,9.0,962.0,341.0,200824.31794733848,66.0,71.82834033296969,9.0,190.0,962.0,14128.628845214844,282572.5769042969,42385.88653564453,2646.2921827087403,890.1036172485352,129108.0,143237.0,10.7,2.0,11.66,10.56,143237.0,1,4,5,5,2025-2026,0.0,0.0,0.0,0.0,0.653676195900923,5
Robertsganj,09-200-01005,4053318549.476354,Sonbhadra,2025_04,0.0,0.0,0.0,0.0,0.03,0.01,2968.0,39.33,0.0,0.0,0.0,0.0,0.9,76274.0,134281.0,1257672.0,1217,26447.0,2.0,156148.0,107.0,UTTAR PRADESH,Sonbhadra,0.0,0.0,0.0,184.0,9.0,1005.0,401.0,445254.9469209083,299.0,76.60067378598544,9.0,200.0,1005.0,36012.725365680206,720254.5073136041,108038.17609704062,6745.183460991902,2268.801698037853,142205.0,178218.0,11.8,2.0,16.81,7.3,178218.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6481449119710724,5
Nawabganj,09-176-00898,1160843952.8639174,Barabanki,2025_04,0.0,0.0,0.0,0.0,0.07,0.04,834.0,37.44,0.0,0.0,0.0,0.0,0.9,87806.0,123914.0,1236253.0,1213,47181.0,14.0,296552.0,137.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,898.0,268.0,270005.99642799055,117.0,68.2718368929945,9.0,176.0,898.0,34283.31197987432,685666.2395974864,102849.93593962296,6421.26433383046,2159.848654732082,164428.0,198711.0,12.1,2.0,7.7,6.03,198711.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6481449119710724,5
Powayan,09-152-00793,1645476218.937201,Shahjahanpur,2025_04,0.0,0.0,0.0,0.0,0.06,0.04,1173.0,42.69,0.0,0.0,0.0,0.0,0.86,42433.0,80419.0,774967.0,931,3804.0,2.0,158600.0,97.0,UTTAR PRADESH,Shahjahanpur,0.0,0.0,0.0,180.0,9.0,793.0,134.0,325505.0971670036,163.0,65.81362217962318,9.0,152.0,793.0,6086.075757897419,121721.51515794838,18258.227273692257,1139.9219894541866,383.4227727475374,146846.0,152932.0,10.3,2.0,19.11,10.96,152932.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6481449119710724,5
Pilibhit,09-151-00790,1392456502.830802,Pilibhit,2025_04,0.0,0.0,0.0,0.0,0.05,0.04,986.0,36.27,0.0,0.0,0.0,0.0,0.88,56066.0,90948.0,984334.0,954,62219.0,23.0,190639.0,92.0,UTTAR PRADESH,Pilibhit,0.0,0.0,0.0,173.0,9.0,790.0,128.0,303147.6150364786,189.0,71.18387782390406,9.0,151.0,790.0,36561.348930027176,731226.9786005435,109684.04679008151,6847.94065459409,2303.3649825917123,90771.0,127332.0,12.5,3.0,25.13,6.14,127332.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6481449119710724,5
Bisalpur,09-151-00791,1227156303.519461,Pilibhit,2025_04,0.0,0.0,0.0,0.0,0.04,0.02,867.0,21.38,0.0,0.0,0.0,0.0,0.88,46117.0,76660.0,800472.0,812,33289.0,6.0,108480.0,84.0,UTTAR PRADESH,Pilibhit,0.0,0.0,0.0,173.0,9.0,791.0,130.0,306184.93908120017,171.0,67.56448737048035,9.0,151.0,791.0,5180.347834048064,103606.95668096127,15541.043502144192,970.2791493172024,326.3619135450281,140010.0,145190.0,11.0,2.0,25.19,8.73,145190.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6481449119710724,5
Basti,09-185-00939,1080521224.7044394,Basti,2025_04,0.0,0.0,0.0,0.0,0.08,0.07,781.0,53.33,0.0,0.0,0.0,0.0,0.95,81197.0,106627.0,1104043.0,1466,23214.0,4.0,331740.0,120.0,UTTAR PRADESH,Basti,0.0,0.0,0.0,131.0,9.0,939.0,311.0,219502.8523701472,85.0,70.26824119178522,9.0,185.0,939.0,15084.937876825748,301698.75753651495,45254.81363047725,2825.408864329462,950.351086240022,197920.0,213005.0,11.6,2.0,13.72,5.69,213005.0,2,4,5,3,2025-2026,0.0,0.0,0.0,0.0,0.6481449119710724,5
Sardhana,09-138-00732,780030431.2305568,Meerut,2025_04,0.0,0.0,0.0,0.0,0.09,0.05,550.0,29.83,0.0,0.0,0.0,0.0,0.88,55052.0,85443.0,890220.0,958,20460.0,6.0,146750.0,88.0,UTTAR PRADESH,Meerut,0.0,0.0,0.0,169.0,9.0,732.0,44.0,163884.14743230096,230.0,65.28224042272127,9.0,138.0,732.0,20204.477751358696,404089.55502717395,60613.43325407609,3784.298682829484,1272.882098335598,86781.0,106985.0,13.2,2.0,24.0,2.79,106985.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6479034235954222,5
Suar,09-136-00723,534566905.86763066,Rampur,2025_04,0.0,0.0,0.0,0.0,0.08,0.04,381.0,16.36,0.0,0.0,0.0,0.0,0.89,20428.0,44318.0,431945.0,423,1999.0,2.0,83357.0,37.0,UTTAR PRADESH,Rampur,0.0,0.0,0.0,176.0,9.0,723.0,35.0,202641.83012129524,207.0,70.04660833405528,9.0,136.0,723.0,3285.837508491848,65716.75016983696,9857.512525475544,615.4373653405231,207.00776303498645,66061.0,69347.0,10.4,3.0,23.27,4.44,69347.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6479034235954222,5
Khatauli,09-133-00710,576781900.9500151,Muzaffarnagar,2025_04,0.0,0.0,0.0,0.0,0.07,0.06,405.0,24.36,0.0,0.0,0.0,0.0,0.88,37422.0,57136.0,583056.0,288,17689.0,5.0,63731.0,62.0,UTTAR PRADESH,Muzaffarnagar,0.0,0.0,0.0,172.0,9.0,710.0,15.0,169544.74317437786,237.0,64.8353607371293,9.0,133.0,710.0,14966.136474609377,299322.72949218756,44898.40942382813,2803.157361694336,942.8665979003908,61027.0,75993.0,13.6,2.0,12.28,1.9,75993.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6479034235954222,5
Nighasan,09-153-00797,1118688097.800982,Kheri,2025_04,0.0,0.0,0.0,0.0,0.08,0.07,794.0,51.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476447.0,289,23270.0,10.0,82051.0,66.0,UTTAR PRADESH,Kheri,0.0,0.0,0.0,159.0,9.0,797.0,138.0,260105.026329264,141.0,65.19591230419825,9.0,153.0,797.0,3375.5882727581525,67511.76545516305,10126.764818274458,632.247683487602,212.6620611837636,91602.0,94978.0,10.9,2.0,22.61,11.79,94978.0,1,5,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6479034235954222,5
Sadar,09-157-00821,1181226858.933099,Lucknow,2025_04,0.0,0.0,0.0,0.0,0.07,0.03,847.0,27.68,0.0,0.0,0.0,0.0,0.9,306595.0,331408.0,4612466.0,2823,130683.0,59.0,469704.0,200.0,UTTAR PRADESH,Lucknow,0.0,0.0,0.0,162.0,9.0,821.0,175.0,308417.65083501587,120.0,71.76306221631482,9.0,157.0,821.0,611841.3389521061,12236826.77904212,1835524.0168563183,114597.88278572948,38546.00435398268,21527.0,633368.0,19.7,3.0,18.26,6.22,633368.0,5,4,5,1,2025-2026,0.0,0.0,0.0,0.0,0.6417826514153872,5
Zamania,09-195-00991,879840663.3432323,Ghazipur,2025_04,0.0,0.0,0.0,0.0,0.07,0.05,642.0,33.15,0.0,0.0,0.0,0.0,0.94,64724.0,77332.0,836131.0,925,55972.0,15.0,104661.0,75.0,UTTAR PRADESH,Ghazipur,0.0,0.0,0.0,146.0,9.0,991.0,379.0,186385.38685134277,66.0,66.33810029888896,9.0,195.0,991.0,4138.3876900050955,82767.75380010191,12415.163070015284,775.1200143379543,260.718424470321,89939.0,94077.0,10.7,2.0,16.11,6.68,94077.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6368422860459326,5
Jalesar,09-201-01009,671544115.494197,Etah,2025_04,0.0,0.0,0.0,0.0,0.05,0.05,478.0,21.85,0.0,0.0,0.0,0.0,0.87,25870.0,39287.0,396192.0,937,30663.0,1.0,112470.0,51.0,UTTAR PRADESH,Etah,0.0,0.0,0.0,138.0,9.0,1009.0,106.0,164774.1851475561,171.0,73.82104399812098,9.0,201.0,1009.0,10518.399286684784,210367.98573369568,31555.19786005435,1970.09618639606,662.6591550611414,64884.0,75402.0,12.3,2.0,23.34,12.89,75402.0,1,4,5,4,2025-2026,0.0,0.0,0.0,0.0,0.6368422860459326,5
Baheri,09-150-00784,1095963075.61368,Bareilly,2025_04,0.0,0.0,0.0,0.0,0.06,0.03,781.0,23.77,0.0,0.0,0.0,0.0,0.87,47081.0,90396.0,910864.0,657,29622.0,10.0,163430.0,73.0,UTTAR PRADESH,Bareilly,0.0,0.0,0.0,130.0,9.0,784.0,120.0,267898.78864663065,189.0,68.49645165550385,9.0,150.0,784.0,16932.982283882477,338659.64567764953,50798.94685164743,3171.5475817711877,1066.777883884596,116230.0,133163.0,11.7,2.0,25.78,5.32,133163.0,2,4,5,2,2025-2026,0.0,0.0,0.0,0.0,0.6145089448476219,4
